PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
029 | ADD  | 113 | --- | 001 | E16 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E16 | E17 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E16 | E17 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E16 | E17 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E16 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E16 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E16 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E16 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E16 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E17 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E17 | E18 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E17 | E18 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E17 | E18 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E17 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E17 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E17 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E17 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E17 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E18 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E18 | E19 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E18 | E19 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E18 | E19 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E18 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E18 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E18 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E18 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E18 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E19 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E19 | E1A | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E19 | E1A | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E19 | E1A | 001 | FFTF
020 | REA  | 210 | --- | 001 | E19 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E19 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E19 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E19 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E19 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1A | E1B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1A | E1B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1A | E1B | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1B | E1C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1B | E1C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1B | E1C | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1C | E1D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1C | E1D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1C | E1D | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1D | E1E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1D | E1E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1D | E1E | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1E | E1F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1E | E1F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1E | E1F | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E1F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E1F | E20 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E1F | E20 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E1F | E20 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E1F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E1F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E1F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E1F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E1F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E20 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E20 | E21 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E20 | E21 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E20 | E21 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E20 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E20 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E20 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E20 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E20 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E21 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E21 | E22 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E21 | E22 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E21 | E22 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E21 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E21 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E21 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E21 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E21 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E22 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E22 | E23 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E22 | E23 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E22 | E23 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E22 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E22 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E22 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E22 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E22 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E23 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E23 | E24 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E23 | E24 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E23 | E24 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E23 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E23 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E23 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E23 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E23 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E24 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E24 | E25 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E24 | E25 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E24 | E25 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E24 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E24 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E24 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E24 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E24 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E25 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E25 | E26 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E25 | E26 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E25 | E26 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E25 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E25 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E25 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E25 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E25 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E26 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E26 | E27 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E26 | E27 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E26 | E27 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E26 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E26 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E26 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E26 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E26 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E27 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E27 | E28 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E27 | E28 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E27 | E28 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E27 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E27 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E27 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E27 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E27 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E28 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E28 | E29 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E28 | E29 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E28 | E29 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E28 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E28 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E28 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E28 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E28 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E29 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E29 | E2A | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E29 | E2A | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E29 | E2A | 001 | FFTF
020 | REA  | 210 | --- | 001 | E29 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E29 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E29 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E29 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E29 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2A | E2B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2A | E2B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2A | E2B | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2B | E2C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2B | E2C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2B | E2C | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2C | E2D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2C | E2D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2C | E2D | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2D | E2E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2D | E2E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2D | E2E | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2E | E2F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2E | E2F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2E | E2F | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E2F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E2F | E30 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E2F | E30 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E2F | E30 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E2F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E2F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E2F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E2F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E2F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E30 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E30 | E31 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E30 | E31 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E30 | E31 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E30 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E30 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E30 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E30 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E30 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E31 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E31 | E32 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E31 | E32 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E31 | E32 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E31 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E31 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E31 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E31 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E31 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E32 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E32 | E33 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E32 | E33 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E32 | E33 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E32 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E32 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E32 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E32 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E32 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E33 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E33 | E34 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E33 | E34 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E33 | E34 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E33 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E33 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E33 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E33 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E33 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E34 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E34 | E35 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E34 | E35 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E34 | E35 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E34 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E34 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E34 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E34 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E34 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E35 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E35 | E36 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E35 | E36 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E35 | E36 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E35 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E35 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E35 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E35 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E35 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E36 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E36 | E37 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E36 | E37 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E36 | E37 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E36 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E36 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E36 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E36 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E36 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E37 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E37 | E38 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E37 | E38 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E37 | E38 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E37 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E37 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E37 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E37 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E37 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E38 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E38 | E39 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E38 | E39 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E38 | E39 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E38 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E38 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E38 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E38 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E38 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E39 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E39 | E3A | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E39 | E3A | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E39 | E3A | 001 | FFTF
020 | REA  | 210 | --- | 001 | E39 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E39 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E39 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E39 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E39 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3A | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3A | E3B | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3A | E3B | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3A | E3B | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3A | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3A | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3A | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3A | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3A | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3B | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3B | E3C | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3B | E3C | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3B | E3C | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3B | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3B | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3B | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3B | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3B | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3C | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3C | E3D | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3C | E3D | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3C | E3D | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3C | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3C | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3C | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3C | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3C | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3D | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3D | E3E | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3D | E3E | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3D | E3E | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3D | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3D | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3D | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3D | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3D | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3E | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3E | E3F | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3E | E3F | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3E | E3F | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3E | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3E | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3E | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3E | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3E | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E3F | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E3F | E40 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E3F | E40 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E3F | E40 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E3F | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E3F | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | E3F | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | E3F | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | E3F | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | E40 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | E40 | E41 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | E40 | E41 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | E40 | E41 | 001 | FFTF
020 | REA  | 210 | --- | 001 | E40 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | E40 | 000 | 001 | TFFF
